date;NatGas;ThermalCoal;Carbon
2015-03-17;21,35;59,15;6,54
2015-03-18;21,3;58,25;6,78
2015-03-19;21,5;58,88;6,79
2015-03-20;21;57,6;6,72
2015-03-21;21;57,7;7,09
2015-03-24;21,3;58;7,09
2015-03-25;21,7;57,8;7,08
2015-03-26;21,35;58,2;7,01
2015-03-27;22,2;59;6,99
2015-03-28;21,95;59,4;6,81
2015-03-31;22;59,25;6,93
2015-04-01;22,4;58,8;6,97
2015-04-02;23,2;57,6;7,19
2015-04-03;22,9;57,65;7,19
2015-04-04;22,45;58,01;7,19
2015-04-07;22,85;58,01;7,19
2015-04-08;22,7;56,9;7,15
2015-04-09;22,17;56,58;7,16
2015-04-10;22,35;57,5;7,05
2015-04-11;23,1;57,88;6,98
2015-04-14;22,35;59,25;6,84
2015-04-15;22,1;59,5;6,84
2015-04-16;22,25;59,5;6,89
2015-04-17;22,17;60,15;6,91
2015-04-18;21,43;59,9;6,88
2015-04-21;21,8;59,6;7,17
2015-04-22;21,75;59,1;7,12
2015-04-23;21,45;58,6;7,12
2015-04-24;21,6;58,4;7,29
2015-04-25;21,75;59,05;7,32
2015-04-28;21,7;59,45;7,19
2015-04-29;21,6;59,35;7,39
2015-04-30;21,3;59,8;7,5
2015-05-01;20,75;59,8;7,43
2015-05-02;20,1;59,4;7,52
2015-05-05;20,8;59,69;7,62
2015-05-06;20,2;59,2;7,59
2015-05-07;20,25;59,45;7,57
2015-05-08;20,2;58,8;7,47
2015-05-09;20,33;58,8;7,57
2015-05-12;21,1;58,35;7,66
2015-05-13;20,9;57,7;7,63
2015-05-14;20,7;57,75;7,68
2015-05-15;20,73;57,38;7,59
2015-05-16;20,4;57,53;7,62
2015-05-19;20,7;57,2;7,63
2015-05-20;20,55;56,7;7,4
2015-05-21;20,53;56,7;7,38
2015-05-22;20,53;56,3;7,33
2015-05-23;20,45;56,75;7,34
2015-05-26;20,55;57,09;7,39
2015-05-27;20,55;57;7,26
2015-05-28;20,7;57,3;7,21
2015-05-29;20,65;57,4;7,22
2015-05-30;20,6;57,85;7,36
2015-06-02;20,53;57,25;7,28
2015-06-03;20,35;57,2;7,48
2015-06-04;20,28;57,3;7,52
2015-06-05;20,25;56,7;7,43
2015-06-06;20,3;56,85;7,44
2015-06-09;20,8;56,45;7,48
2015-06-10;20,65;57,03;7,6
2015-06-11;20,68;57;7,62
2015-06-12;20,25;57,4;7,54
2015-06-13;20,23;58,7;7,64
2015-06-16;20,3;59,25;7,55
2015-06-17;20,55;58,85;7,45
2015-06-18;20,33;59,1;7,5
2015-06-19;20,4;59,2;7,48
2015-06-20;20,63;59,1;7,44
2015-06-23;20,8;59,8;7,5
2015-06-24;21;59,85;7,52
2015-06-25;20,9;59,5;7,51
2015-06-26;20,58;59,5;7,61
2015-06-27;20,48;59,25;7,55
2015-06-30;20,38;59,2;7,37
2015-07-01;20,78;59,95;7,46
2015-07-02;20,7;60;7,5
2015-07-03;21,03;59,68;7,46
2015-07-04;20,9;59,4;7,45
2015-07-07;21;58,5;7,39
2015-07-08;20,85;58,05;7,47
2015-07-09;20,55;58,1;7,46
2015-07-10;21;58,68;7,49
2015-07-11;20,83;58,48;7,62
2015-07-14;21,05;58,5;7,8
2015-07-15;21,1;58,5;7,74
2015-07-16;21,4;58,6;7,77
2015-07-17;21,05;58,2;7,67
2015-07-18;21,05;58,1;7,75
2015-07-21;21,1;58,25;7,99
2015-07-22;21;58,25;7,97
2015-07-23;20,83;58,5;7,97
2015-07-24;20,5;58,175;8,09
2015-07-25;20,45;58,3;8,02
2015-07-28;20,55;58;8,03
2015-07-29;20,77;57,7;8,03
2015-07-30;20,73;57,3;8,07
2015-07-31;20,9;57,7;7,89
2015-08-01;20,4;57,4;7,88
2015-08-04;20,48;56,45;7,96
2015-08-05;19,95;56,9;7,91
2015-08-06;20,28;57,04;7,84
2015-08-07;20,45;57,5;7,85
2015-08-08;19,95;56,7;7,79
2015-08-11;20,02;57,15;7,93
2015-08-12;19,95;55,9;8,1
2015-08-13;19,55;55,6;8,2
2015-08-14;19,65;55,6;8,2
2015-08-15;19,55;55,4;8,33
2015-08-18;19,5;55,15;8,25
2015-08-19;19,6;54,8;8,28
2015-08-20;19,2;54,7;8,35
2015-08-21;19,15;54,15;8,37
2015-08-22;19,08;54,35;8,21
2015-08-25;18,63;53,3;8,18
2015-08-26;18,88;53,85;8,26
2015-08-27;18,9;54,2;8,11
2015-08-28;19,25;55,25;8,05
2015-08-29;19,48;54,75;8,12
2015-09-01;19,5;55,49;8,08
2015-09-02;19,8;54,4;8,02
2015-09-03;19,85;54,25;8,13
2015-09-04;20,1;54,63;8,18
2015-09-05;19,35;54;8,1
2015-09-08;19,28;52,75;8,09
2015-09-09;19,38;53,25;8,25
2015-09-10;19,4;52,75;8,28
2015-09-11;19,25;53,2;8,29
2015-09-12;19,4;53,28;8,27
2015-09-15;19,1;52,75;8,24
2015-09-16;19;52,5;8,18
2015-09-17;19,25;53,25;8,24
2015-09-18;19,1;53,9;8,24
2015-09-19;18,98;53,5;8,12
2015-09-22;19;53,15;7,99
2015-09-23;19,08;52,85;8,03
2015-09-24;19,2;52,95;8,08
2015-09-25;18,6;52,85;8,01
2015-09-26;18,75;52,6;8
2015-09-29;18,6;52;7,92
2015-09-30;18,65;52,15;7,98
2015-10-01;18,4;51,75;8,15
2015-10-02;18;50,15;8,17
2015-10-03;17,7;49,75;8,15
2015-10-06;17,75;51;8,21
2015-10-07;18,15;51,13;8,22
2015-10-08;18,42;51,6;8,11
2015-10-09;18,67;51;8,13
2015-10-10;18,75;51,33;8,35
2015-10-13;18,68;51,68;8,3
2015-10-14;18,4;50,93;8,33
2015-10-15;18,25;51,65;8,44
2015-10-16;18,5;50,75;8,43
2015-10-17;18,33;50,95;8,39
2015-10-20;18,75;50,65;8,35
2015-10-21;18,35;50,85;8,47
2015-10-22;18,25;50,9;8,45
2015-10-23;18,3;50,9;8,48
2015-10-24;18,25;51;8,63
2015-10-27;17,9;52,78;8,66
2015-10-28;17,98;52,15;8,61
2015-10-29;18;52,5;8,57
2015-10-30;18,15;52,65;8,68
2015-10-31;17,83;53,25;8,64
2015-11-03;17,7;51,8;8,6
2015-11-04;17,5;51,75;8,45
2015-11-05;17,4;51;8,4
2015-11-06;17,08;51;8,47
2015-11-07;17,2;51,25;8,41
2015-11-10;16,48;51,25;8,32
2015-11-11;16,63;51;8,44
2015-11-12;16,35;51,05;8,44
2015-11-13;16,2;51,35;8,37
2015-11-14;15,98;51,35;8,39
2015-11-17;16,8;51,8;8,53
2015-11-18;17,05;52,1;8,61
2015-11-19;17,3;52,6;8,58
2015-11-20;17,4;52,5;8,63
2015-11-21;17,5;51,65;8,51
2015-11-24;17,6;50,65;8,56
2015-11-25;17,7;50,7;8,65
2015-11-26;17,88;50,5;8,62
2015-11-27;17,7;50,2;8,58
2015-11-28;17,7;50,4;8,58
2015-12-01;18,2;49,7;8,58
2015-12-02;17,95;48,5;8,56
2015-12-03;17,85;48,05;8,48
2015-12-04;17,15;47,2;8,59
2015-12-05;17,15;46,75;8,52
2015-12-08;16,78;46;8,41
2015-12-09;16,75;45,68;8,41
2015-12-10;16,65;46,2;8,4
2015-12-11;16,5;46,4;8,36
2015-12-12;16,23;46,05;8,07
2015-12-15;16,08;46,5;8,07
2015-12-16;15,95;46,8;8,26
2015-12-17;15,25;46,86;8,2
2015-12-18;15,5;46,93;8,14
2015-12-19;14,9;46,33;8,13
2015-12-22;14,35;46,92;8,26
2015-12-23;13,85;46,56;8,32
2015-12-24;13,93;47,03;8,29
2015-12-25;14,2;47,37;8,26
2015-12-26;14,2;47,37;8,26
2015-12-29;14,42;47,39;8,38
2015-12-30;15,4;47,64;8,34
2015-12-31;14,3;47,83;8,28
2016-01-01;14,4;47,4;8,29
2016-01-02;14,62;46,63;8,29
2016-01-05;14,68;46,55;8,11
2016-01-06;14,7;46,1;8,06
2016-01-07;15,18;46,9;7,81
2016-01-08;15,38;47,5;7,6
2016-01-09;14,57;46,1;7,46
2016-01-12;14,48;45,7;7,17
2016-01-13;14,05;45;7,15
2016-01-14;14,25;44,5;7,29
2016-01-15;13,82;44,35;7,13
2016-01-16;13,43;43,95;6,72
2016-01-19;13,63;43,53;6,76
2016-01-20;13,7;43,8;6,86
2016-01-21;13,05;44,75;6,36
2016-01-22;12,98;44,8;6,21
2016-01-23;13,5;45,6;6,36
2016-01-26;12,77;44,8;5,91
2016-01-27;13,05;45;6,1
2016-01-28;13,4;45,45;5,93
2016-01-29;13,75;45,4;6,09
2016-01-30;13;45;6,07
2016-02-02;12,82;43,9;5,71
2016-02-03;13,05;44;5,84
2016-02-04;13,15;45,2;5,64
2016-02-05;12,45;44,5;5,62
2016-02-06;12,7;43,55;5,57
2016-02-09;12,25;42,95;5,25
2016-02-10;12,18;43;4,97
2016-02-11;12,18;42,95;4,89
2016-02-12;12;42,85;4,75
2016-02-13;12,15;43,15;5,07
2016-02-16;12,5;43,25;4,81
2016-02-17;12,58;42,8;4,7
2016-02-18;12,32;42,95;5,1
2016-02-19;12,35;43,15;5,26
2016-02-20;12,23;44;5,17
2016-02-23;12,65;45,55;5,42
2016-02-24;12,7;46;4,91
2016-02-25;12,48;45,6;4,87
2016-02-26;12,27;45;5,08
2016-02-27;12,25;44,75;5
2016-03-01;12,75;44,2;5,01
2016-03-02;12,55;43,9;5
2016-03-03;12,6;43,75;4,97
2016-03-04;12,5;44,33;4,9
2016-03-05;12,28;45,5;4,93
2016-03-08;12,48;46,7;5,1
2016-03-09;12,35;45,95;5,03
2016-03-10;12,3;45,7;5,09
2016-03-11;12,13;45,95;4,92
2016-03-12;12,4;46;5
2016-03-15;12,33;45,28;4,88
2016-03-16;12,25;44;4,87
2016-03-17;12,4;45;4,97
2016-03-18;12,38;46,5;5,01
2016-03-19;12,28;46,75;4,95
2016-03-22;12;46,3;4,88
2016-03-23;12,15;45,25;4,83
2016-03-24;12,05;44,55;4,81
2016-03-25;11,95;45,01;4,86
2016-03-26;12,13;44,95;4,86
2016-03-29;12,22;44,95;4,86
2016-03-30;11,93;44,38;4,79
2016-03-31;12,1;44,55;4,97
2016-04-01;12,4;44,9;5,22
2016-04-02;11,53;44,85;5,18
2016-04-05;11,4;44,38;5,33
2016-04-06;11,35;43,85;5,24
2016-04-07;11,32;44,5;5,31
2016-04-08;11,43;43,8;5,28
2016-04-09;11,2;44,1;5,42
2016-04-12;10,95;44,6;5,58
2016-04-13;11,5;44,55;5,59
2016-04-14;11,35;44,58;5,54
2016-04-15;11,28;46;5,61
2016-04-16;11,27;46,6;5,48
2016-04-19;11,77;47,5;5,47
2016-04-20;11,93;47,81;5,57
2016-04-21;11,95;46,75;5,55
2016-04-22;12,78;45,25;5,75
2016-04-23;13,28;46,2;5,97
2016-04-26;13,25;46,4;5,9
2016-04-27;14,38;46,94;6,62
2016-04-28;14,45;46,35;6,84
2016-04-29;13,08;46,25;6,34
2016-04-30;12,9;45,8;6,18
2016-05-03;12,65;46,33;6,11
2016-05-04;12,18;45,7;5,99
2016-05-05;12,3;45,75;6,13
2016-05-06;12,6;46,13;6,2
2016-05-07;12,75;47,5;5,86
2016-05-10;12,95;47,7;5,7
2016-05-11;12,82;47,5;5,9
2016-05-12;13;48,5;6,02
2016-05-13;12,73;48,6;5,81
2016-05-14;12,9;48,5;5,85
2016-05-17;13,1;49,21;6,11
2016-05-18;13,07;49,45;6,05
2016-05-19;13,15;48,85;6,06
2016-05-20;12,9;48,1;6
2016-05-21;12,85;48,35;5,97
2016-05-24;12,83;48,2;5,74
2016-05-25;13,02;48,2;5,8
2016-05-26;13,18;49,25;5,87
2016-05-27;13,6;50,2;6,03
2016-05-28;14,1;51,06;6,04
2016-05-31;14,04;51,2;6,12
2016-06-01;14,18;51,05;6,1
2016-06-02;14,35;50,3;5,97
2016-06-03;14,68;50,75;6,03
2016-06-04;14,3;52,3;5,95
2016-06-07;14,6;52,3;6,21
2016-06-08;14,93;53,15;6,12
2016-06-09;14,53;52,43;6,11
2016-06-10;14,32;51,25;6,12
2016-06-11;13,85;50,9;5,96
2016-06-14;13,78;50,95;5,86
2016-06-15;14,13;51,25;5,86
2016-06-16;14,1;52,15;5,91
2016-06-17;14,27;53,28;5,71
2016-06-18;14,35;54,25;5,67
2016-06-21;15;57;5,86
2016-06-22;14,82;55,7;5,56
2016-06-23;15,05;56,2;5,69
2016-06-24;15,15;56,39;5,65
2016-06-25;14,45;55;4,96
2016-06-28;14,05;53;4,77
2016-06-29;14,13;53,75;4,69
2016-06-30;14,33;54,05;4,52
2016-07-01;14;55,05;4,47
2016-07-02;14,35;57,14;4,62
2016-07-05;14,4;56,68;4,97
2016-07-06;14,15;58,4;4,71
2016-07-07;14,07;57;4,59
2016-07-08;14,3;57,73;4,58
2016-07-09;14;58,07;4,55
2016-07-12;13,88;58;4,43
2016-07-13;14,3;59;4,63
2016-07-14;14,2;59,88;4,79
2016-07-15;14,25;61,25;4,78
2016-07-16;14,2;61,1;4,93
2016-07-19;14,15;61,63;4,85
2016-07-20;14,25;60,33;4,67
2016-07-21;14,52;58,55;4,69
2016-07-22;14,8;58,5;4,66
2016-07-23;14,55;58,85;4,57
2016-07-26;14,63;58,8;4,6
2016-07-27;14,5;59,95;4,52
2016-07-28;14,23;60,75;4,54
2016-07-29;13,8;61,41;4,49
2016-07-30;13,55;61,78;4,43
2016-08-02;13,65;63,16;4,38
2016-08-03;13,5;62,9;4,42
2016-08-04;13,15;62,05;4,64
2016-08-05;13,35;61;4,7
2016-08-06;12,45;58,75;4,73
2016-08-09;12,52;59,15;4,95
2016-08-10;12,65;61,65;4,88
2016-08-11;12,68;61,48;4,77
2016-08-12;12;61,78;4,88
2016-08-13;11,7;62,45;4,9
2016-08-16;11,15;63,6;4,81
2016-08-17;11,5;62,86;4,7
2016-08-18;11,6;62,89;4,49
2016-08-19;11,43;62,09;4,69
2016-08-20;10,58;60;4,77
2016-08-23;11,05;60;4,9
2016-08-24;11,35;60,3;4,71
2016-08-25;11,05;59,05;4,61
2016-08-26;11,1;58,18;4,71
2016-08-27;11,5;59,5;4,7
2016-08-30;12,05;60,16;4,7
2016-08-31;11,8;59,88;4,55
2016-09-01;11,75;61,4;4,47
2016-09-02;11,88;63,02;4,38
2016-09-03;12,25;63,28;4,08
2016-09-06;12,1;63,93;3,93
2016-09-07;11,9;64,16;4,13
2016-09-08;11,2;63,2;4,01
2016-09-09;11,18;61,91;4,08
2016-09-10;11,15;61,45;4,08
2016-09-13;10,7;61,1;4,03
2016-09-14;11,05;62,05;4,03
2016-09-15;10,93;63,15;3,98
2016-09-16;11,65;64,01;4,14
2016-09-17;11,88;64,1;4,36
2016-09-20;13,4;64,5;4,4
2016-09-21;12,43;64,58;4,16
2016-09-22;13,1;65,85;4,21
2016-09-23;13,18;66,63;4,42
2016-09-24;13,5;66,99;4,54
2016-09-27;13,45;67,94;4,62
2016-09-28;12,85;67,89;4,43
2016-09-29;13,5;70;4,95
2016-09-30;13,55;71,68;5,02
2016-10-01;13,48;70,63;4,96
2016-10-04;12,5;72,78;5,31
2016-10-05;13,82;73,65;5,21
2016-10-06;15,1;74,41;5,48
2016-10-07;15,38;76,7;5,86
2016-10-08;15,45;76,25;5,69
2016-10-11;15,55;75,5;5,66
2016-10-12;15,55;74,03;5,43
2016-10-13;15,35;74,55;5,52
2016-10-14;15,65;75,3;5,65
2016-10-15;15,5;75,7;5,81
2016-10-18;16;75,7;5,87
2016-10-19;16,75;83,5;5,95
2016-10-20;16,95;81,2;5,67
2016-10-21;17,05;80,5;5,58
2016-10-22;17;80,95;5,89
2016-10-25;17,35;84,3;5,81
2016-10-26;17,7;84,5;5,81
2016-10-27;17,27;85;5,94
2016-10-28;17,35;84,06;5,81
2016-10-29;16,9;82,64;5,88
2016-11-01;17,8;84,06;5,9
2016-11-02;18,05;85,2;6,03
2016-11-03;19,15;84,6;6,24
2016-11-04;18,8;85,5;6,5
2016-11-05;18,25;86,2;6,41
2016-11-08;17,88;89;6,23
2016-11-09;17,85;87,54;6,15
2016-11-10;18,02;90,5;6,13
2016-11-11;18,1;90,5;5,92
2016-11-12;18,18;87,5;5,67
2016-11-15;17,6;89;5,41
2016-11-16;17,92;86;5,74
2016-11-17;17,45;84,5;5,55
2016-11-18;17,78;80,5;5,9
2016-11-19;17,98;79;5,58
2016-11-22;17,3;78,7;5,48
2016-11-23;17,65;80,2;5,51
2016-11-24;17,73;81,08;5,39
2016-11-25;17,88;82;5,34
2016-11-26;17,78;82,18;5
2016-11-29;18,4;84,08;4,74
2016-11-30;18,4;85,65;4,56
2016-12-01;18,2;86,25;4,58
2016-12-02;18,08;78,27;4,46
2016-12-03;17,6;78,26;4,3
2016-12-06;16,92;75,13;4,37
2016-12-07;16,48;72;4,5
2016-12-08;16,43;69,25;4,3
2016-12-09;16,6;72,16;4,61
2016-12-10;16,6;75,5;4,46
2016-12-13;17,2;77,51;4,87
2016-12-14;17,3;78,75;4,79
2016-12-15;17;80,25;5,01
2016-12-16;17;80,95;4,84
2016-12-17;17,5;82,25;4,93
2016-12-20;17,8;81,5;5,09
2016-12-21;17,73;82,8;5,25
2016-12-22;17,95;82,75;5,82
2016-12-23;18,13;82,38;6,09
2016-12-24;18,4;84;6,24
2016-12-27;18,4;83,91;6,24
2016-12-28;18,6;83,91;6,34
2016-12-29;18,78;84,48;6,34
2016-12-30;18,92;86,5;6,37
2016-12-31;19,75;86,85;6,57
2017-01-03;19,4;80,12;6,14
2017-01-04;18,5;78,25;5,44
2017-01-05;19,38;78;5,73
2017-01-06;18,77;78,8;5,3
2017-01-07;18,65;79,07;5,05
2017-01-10;19,2;78,33;5,28
2017-01-11;20,1;79;5,52
2017-01-12;20,6;82,45;5,53
2017-01-13;20,8;85;5,05
2017-01-14;20,17;85,5;5,05
2017-01-17;19,08;84;4,7
2017-01-18;20,05;87,75;5
2017-01-19;20,05;88,15;4,84
2017-01-20;20,67;86,28;5,2
2017-01-21;20,75;85,41;5,43
2017-01-24;22,2;87,5;5,33
2017-01-25;21,83;86,5;5,09
2017-01-26;20,65;84,25;4,98
2017-01-27;20,25;82,73;5,2
2017-01-28;19,7;81,15;4,92
2017-01-31;20,7;81,5;5,17
2017-02-01;21,2;85,5;5,36
2017-02-02;22,27;81,5;5,28
2017-02-03;22;81;5,23
2017-02-04;23;81,3;5,16
2017-02-07;23;80,25;5,1
2017-02-08;21,88;80,2;5,17
2017-02-09;20,55;79,35;5,22
2017-02-10;20,6;79,5;5,29
