date;NatGas;ThermalCoal;Carbon
2019-12-31;12,35;52;25,09
2020-01-01;11,57;53;24,64
2020-01-02;11,6;53;24,64
2020-01-03;11,85;53;24,39
2020-01-04;12,73;53;24,98
2020-01-07;12,23;53,9;24,23
2020-01-08;11,77;53,68;24,55
2020-01-09;11,8;54;24,08
2020-01-10;11,8;53,95;24,67
2020-01-11;11,8;54;24,21
2020-01-14;12;55,15;24,14
2020-01-15;11,25;54,6;23,84
2020-01-16;11,18;54,6;24,51
2020-01-17;11,05;51,08;24,85
2020-01-18;10,85;53;25,44
2020-01-21;10,7;49,85;25,17
2020-01-22;10,95;49,08;24,92
2020-01-23;10,5;49,3;25,01
2020-01-24;10,43;49,13;24,7
2020-01-25;10,5;50,25;24,38
2020-01-28;10,48;50,3;24,59
2020-01-29;10,88;49,9;24,65
2020-01-30;10,23;49,4;23,99
2020-01-31;9,9;49,4;23,74
2020-02-01;9,85;47,25;23,88
2020-02-04;9,45;47,15;23,21
2020-02-05;9,8;48,98;23,36
2020-02-06;9,55;51;23,77
2020-02-07;9,27;49,8;23,56
2020-02-08;9,2;49,8;23,32
2020-02-11;8,88;47,88;23,16
2020-02-12;9,05;49;23,3
2020-02-13;9,38;49;23,88
2020-02-14;9;51,25;24,4
2020-02-15;9,15;52,5;24,29
2020-02-18;9,38;52,5;25,05
2020-02-19;9,65;50,75;25,14
2020-02-20;9,8;49,03;25,71
2020-02-21;9,82;49,83;25,64
2020-02-22;9,5;47,75;25,61
2020-02-25;9,22;47,1;24,57
2020-02-26;9,25;48,1;24,18
2020-02-27;9,5;46,9;24,26
2020-02-28;9,2;47,25;23,6
2020-02-29;9,4;47,25;23,61
2020-03-03;9,4;47,63;23,52
2020-03-04;9,55;47;23,36
2020-03-05;9,27;47,63;23,83
2020-03-06;9,4;48,23;23,81
2020-03-07;9,15;48,1;23,42
2020-03-10;8,75;47,3;23,28
2020-03-11;9,15;47,5;24,1
2020-03-12;9,18;47,5;23,92
2020-03-13;9,43;47,45;22,52
2020-03-14;9,4;47,45;21,94
2020-03-17;8,88;48,35;19,47
2020-03-18;8,5;48,35;18,31
2020-03-19;8,45;49,6;15,3
2020-03-20;8,7;49,33;16,39
2020-03-21;8,75;50,2;16,11
2020-03-24;8,2;49,1;15,54
2020-03-25;8,15;49,1;16,78
2020-03-26;8;54,3;17,51
2020-03-27;7,63;54,3;17,35
2020-03-28;7,43;52,55;16,39
2020-03-31;7,15;51,33;17,06
2020-04-01;7,2;50,83;17,68
2020-04-02;6,97;51,6;17,08
2020-04-03;7,03;48,9;18,06
2020-04-04;7,05;47,28;17,96
2020-04-07;7,13;46,18;20,4
2020-04-08;7,32;46,85;20,51
2020-04-09;7,1;47,38;21,14
2020-04-10;7,05;48,25;21,08
2020-04-11;7,05;48,25;21,08
2020-04-14;7,05;48,25;21,08
2020-04-15;7,18;48,4;19,81
2020-04-16;6,85;44,75;19,25
2020-04-17;7,07;45,33;20,94
2020-04-18;6,35;46,7;21,7
2020-04-21;6,25;46,7;21,38
2020-04-22;5,95;43,85;19,85
2020-04-23;6,05;42,5;20,66
2020-04-24;5,65;42;21,03
2020-04-25;5,6;41,35;20,74
2020-04-28;6,13;39,5;20,28
2020-04-29;5,98;38,68;20,21
2020-04-30;5,65;39,23;20,19
2020-05-01;5,55;38,85;19,57
2020-05-02;5,25;38,85;18,97
2020-05-05;5,5;42;19,35
2020-05-06;5,3;42;19,09
2020-05-07;5,53;43,3;19
2020-05-08;5,25;44,25;19,54
2020-05-09;5,2;44,25;19,35
2020-05-12;5,88;42,75;19,07
2020-05-13;5,13;41,5;18,52
2020-05-14;5,1;41,5;18,67
2020-05-15;4,85;41,9;18,84
2020-05-16;4,78;41,93;19,17
2020-05-19;4,5;41,8;20,34
2020-05-20;4,22;41,63;19,97
2020-05-21;3,95;41,25;21,26
2020-05-22;3,1;41,25;21,18
2020-05-23;4,03;41,65;21,4
2020-05-26;4,03;41,5;21,59
2020-05-27;4;41,5;21,6
2020-05-28;3,55;42;21,33
2020-05-29;3,2;42;21,26
2020-05-30;3,5;42,25;21,4
2020-06-02;3,6;43;20,97
2020-06-03;4,3;46,6;22,07
2020-06-04;4,9;47,25;22,08
2020-06-05;4,47;46,88;22,21
2020-06-06;4,88;47,05;23,24
2020-06-09;4,85;46,88;22,71
2020-06-10;4,65;46,88;22,48
2020-06-11;4,57;45,38;22,91
2020-06-12;4,72;45,38;22,27
2020-06-13;4,95;43,95;22
2020-06-16;5,38;45,53;22,16
2020-06-17;5,1;46,08;22,78
2020-06-18;5,1;44,75;22,75
2020-06-19;5,2;44,75;24,47
2020-06-20;5,45;45,7;24,16
2020-06-23;5,22;46,08;24,53
2020-06-24;5,72;47,7;25,41
2020-06-25;5,72;48,35;25,4
2020-06-26;5,03;48,1;25,18
2020-06-27;4,97;49,25;24,73
2020-06-30;5,65;49,5;26,63
2020-07-01;5,5;49,58;26,97
2020-07-02;5,57;51,1;27,71
2020-07-03;5,18;51,1;27,37
2020-07-04;5;50,93;27,91
2020-07-07;5,43;52,25;29,7
2020-07-08;5,55;52,38;29,39
2020-07-09;5,5;52,95;29,32
2020-07-10;4,75;50,38;28,61
2020-07-11;4,75;49,4;29,02
2020-07-14;4,2;48,75;29,35
2020-07-15;4,22;48,75;29,64
2020-07-16;4,72;48,75;28,85
2020-07-17;4,45;49,3;26,61
2020-07-18;5,15;49,4;27,82
2020-07-21;4,43;49,25;26,17
2020-07-22;4,63;50,25;26,61
2020-07-23;4,9;51,53;26,63
2020-07-24;4,85;51,55;27,33
2020-07-25;4,78;51,8;26,37
2020-07-28;4,38;49,68;25,01
2020-07-29;4,68;50,1;25,74
2020-07-30;4,93;50,8;26,19
2020-07-31;4,93;50,8;25,54
2020-08-01;5,2;52,05;26,28
2020-08-04;6,22;53;26,13
2020-08-05;6,75;53,18;26,83
2020-08-06;6,68;53,15;26,77
2020-08-07;7,05;52,7;26,39
2020-08-08;7;52,7;26,42
2020-08-11;6,93;53,5;26,71
2020-08-12;6,82;50,5;26,19
2020-08-13;6,35;49,13;25,97
2020-08-14;6,47;49,05;25,43
2020-08-15;7;48,93;25,48
2020-08-18;7,45;48,5;26,3
2020-08-19;8,06;48,6;26,55
2020-08-20;7,9;48,48;26,23
2020-08-21;7,25;48,5;25,9
2020-08-22;6,6;47,35;25,65
2020-08-25;8,02;48,2;27,48
2020-08-26;8,52;48;28,61
2020-08-27;8,8;48,8;28,62
2020-08-28;8,82;49,33;28,37
2020-08-29;9,57;51,4;29,52
2020-09-01;10,13;51,4;28,66
2020-09-02;10,7;54;27,74
2020-09-03;10,48;54;28,23
2020-09-04;11,35;52,3;28,74
2020-09-05;11,68;52,3;27,36
2020-09-08;11,3;52,05;27,05
2020-09-09;10,88;52;26,79
2020-09-10;10,79;52;27,2
2020-09-11;10,3;52,5;28,42
2020-09-12;10,43;52,95;28,26
2020-09-15;10,5;54;30,47
2020-09-16;10,7;53,65;29,79
2020-09-17;11,15;53,65;29,99
2020-09-18;11;53,58;28,43
2020-09-19;11,1;53,13;27,99
2020-09-22;11,38;54;26,4
2020-09-23;11,32;53;27,85
2020-09-24;11,6;53;26,5
2020-09-25;11,6;55,15;26,79
2020-09-26;11,43;54,8;26,17
2020-09-29;12,32;57;27,71
2020-09-30;12,55;57;26,79
2020-10-01;11,55;57,75;26,93
2020-10-02;12,13;59;26,51
2020-10-03;11,77;58,18;27,03
2020-10-06;13,07;59;26,94
2020-10-07;12,85;58,2;26,79
2020-10-08;13,55;58,2;26,9
2020-10-09;13,65;59;26,34
2020-10-10;13,9;58,35;25,71
2020-10-13;13,68;56,6;25,87
2020-10-14;13,25;56,6;25,22
2020-10-15;13,75;58;25,75
2020-10-16;14,4;58;24,96
2020-10-17;14,77;58;24,89
2020-10-20;15;58,5;24,98
2020-10-21;14,8;59;24,41
2020-10-22;14,93;58;23,56
2020-10-23;15,23;57,1;24,18
2020-10-24;15,18;57,1;25,49
2020-10-27;14,82;57,1;23,85
2020-10-28;14,77;57,1;24,07
2020-10-29;14,15;57,1;23,03
2020-10-30;13,82;57,1;23,67
2020-10-31;13,5;57,1;23,71
2020-11-03;13,2;51,7;23,67
2020-11-04;13,7;51,7;24,39
2020-11-05;13,9;51,3;25,11
2020-11-06;14,4;52,6;25,98
2020-11-07;13,38;52,6;25,42
2020-11-10;14,05;57,5;26,55
2020-11-11;14,07;54,3;26,23
2020-11-12;13,98;51,1;26,13
2020-11-13;14;54,9;25,92
2020-11-14;13,9;55,2;26,28
2020-11-17;14,18;55,88;27,39
2020-11-18;13,45;55,38;26,64
2020-11-19;13;56;27,19
2020-11-20;12,95;56;26,35
2020-11-21;12,6;56;26,74
2020-11-24;13,52;54,75;27,25
2020-11-25;13,9;57,5;27,63
2020-11-26;14,02;58,55;27,62
2020-11-27;14,13;59,25;28,1
2020-11-28;14,6;59,25;28,13
2020-12-01;15,2;60,75;29,14
2020-12-02;14,82;60,75;28,86
2020-12-03;14,8;61,35;29,55
2020-12-04;13,9;61,35;29
2020-12-05;14,65;63,6;30,11
2020-12-08;14,15;63,6;29,62
2020-12-09;14,45;63,5;29,57
2020-12-10;14,75;63,5;29,7
2020-12-11;15,58;64,25;30,9
2020-12-12;15,93;64,25;30,52
2020-12-15;16,68;64,25;30,81
2020-12-16;17,28;64,25;32,18
2020-12-17;16,15;64,25;31,78
2020-12-18;15,88;68,5;31,96
2020-12-19;15,68;68,5;31,1
2020-12-22;16,9;68,5;30,89
2020-12-23;17,45;68,5;31,15
2020-12-24;17,1;70,25;31,92
2020-12-25;17,63;70,25;32,19
2020-12-26;17,63;70,25;32,19
2020-12-29;17,63;70,25;33,44
2020-12-30;19,05;70,25;33,02
2020-12-31;19;70,25;32,19
2021-01-01;18,88;70,25;32,72
2021-01-02;18,8;70,25;32,72
2021-01-05;19,83;71;33,69
2021-01-06;18,05;71;32,96
2021-01-07;17,73;71;33,63
2021-01-08;19,52;71;34,76
2021-01-09;20,45;68,5;34,92
2021-01-12;22,3;70;34,53
2021-01-13;26,9;70;34,66
2021-01-14;23,13;71,75;33,65
2021-01-15;21,1;71,75;33,53
2021-01-16;20,35;71,03;31,74
2021-01-19;19,05;68,05;31,62
2021-01-20;20,25;68,05;33,09
2021-01-21;19,83;68,05;32,91
2021-01-22;19,75;68,05;34,11
2021-01-23;21,55;66,88;34,24
2021-01-26;20,45;67,25;33,16
2021-01-27;19,85;67,5;33,35
2021-01-28;19,78;68;33,28
2021-01-29;20,85;68;33,95
2021-01-30;19,9;69,8;32,95
2021-02-02;17,5;68,45;32,85
2021-02-03;18,03;65,75;34,97
2021-02-04;17,85;63;37,43
2021-02-05;18,02;63;37,27
2021-02-06;18,45;63;38,2
2021-02-09;20,8;66,9;38,61
2021-02-10;19,85;66,9;38,26
2021-02-11;19;68;39,33
2021-02-12;18,1;66,8;38,76
2021-02-13;17,75;66,9;40,02
2021-02-16;16,33;63,75;39,52
2021-02-17;16,58;63,5;38,86
2021-02-18;16,4;62,45;38,09
2021-02-19;17,2;62,45;38,32
2021-02-20;16,58;64,2;37,4
2021-02-23;15,95;63,75;37,96
2021-02-24;15,9;63,75;38,67
2021-02-25;16,25;63,5;39,15
2021-02-26;15,93;63,5;38,26
2021-02-27;15,8;65;37,28
2021-03-02;16,35;64,5;37,13
2021-03-03;16,13;64,5;38,35
2021-03-04;16,05;64,5;37,47
2021-03-05;16,4;64,5;38,16
2021-03-06;16,55;64,5;39,02
2021-03-09;16,85;62,5;39,13
2021-03-10;17,38;62,5;40,65
2021-03-11;17,85;64,28;41,54
2021-03-12;18,2;64,9;41,93
2021-03-13;18,65;65;42,85
2021-03-16;18,4;65,6;42,39
2021-03-17;17,93;65,2;41,6
2021-03-18;18,7;65,2;42,99
2021-03-19;17,6;65,2;42,4
2021-03-20;17,75;68,55;41,97
2021-03-23;18,55;68,55;42,84
2021-03-24;18,5;69,85;41,43
2021-03-25;18,75;69,85;41,6
2021-03-26;18,15;69,5;40,35
2021-03-27;18,48;69,5;41,73
2021-03-30;18,42;69,93;41,85
2021-03-31;18,75;69,93;42,05
2021-04-01;18,93;69,5;42,55
2021-04-02;19,2;70,9;42,47
2021-04-03;19,2;70,9;42,47
2021-04-06;19,2;70,9;42,47
2021-04-07;20,4;70,2;44,24
2021-04-08;20,05;69,75;43,86
2021-04-09;19,45;69,75;43,48
2021-04-10;19,5;66;43,64
2021-04-13;20,8;66;44,48
2021-04-14;20,42;70,1;43,85
2021-04-15;20,41;70,1;43,82
2021-04-16;20,8;70,1;44,16
2021-04-17;21,15;70,1;44,42
2021-04-20;21,52;75,45;44,35
2021-04-21;21,55;73,4;44,89
2021-04-22;21,32;73;45,91
2021-04-23;21,73;73;47,09
2021-04-24;20,17;73,9;46,95
2021-04-27;20,17;73,4;47,2
2021-04-28;21,75;74,5;47,3
2021-04-29;21,9;74,5;47,79
2021-04-30;22,67;75,2;48,02
2021-05-01;23,6;77,65;48,84
2021-05-04;24,15;77,65;49,42
2021-05-05;24,02;78,35;48,61
2021-05-06;24,68;78,25;49,45
2021-05-07;24,98;80,4;49,94
2021-05-08;23,88;80,4;50,45
2021-05-11;25,05;84,8;52,22
2021-05-12;26,05;85,18;53,04
2021-05-13;26,1;85,18;55,32
2021-05-14;26,4;85,18;54,49
2021-05-15;26,92;86,5;56,65
2021-05-18;26,55;86,5;56,34
2021-05-19;25,65;83,95;53,07
2021-05-20;22,9;83,63;49,68
2021-05-21;24,7;83,63;52,7
2021-05-22;24,8;85,75;51,75
2021-05-25;24,8;88,35;52,77
2021-05-26;26,35;90,25;53,32
2021-05-27;26,33;90,9;53,67
2021-05-28;25,35;91,5;51,84
2021-05-29;25,45;92,15;51,03
2021-06-01;25,5;92,15;51,7
2021-06-02;26,13;95;52,41
2021-06-03;25,52;95;51,4
2021-06-04;25,83;99,75;50,24
2021-06-05;25,83;98,75;49,97
2021-06-08;26,67;98,75;51,47
2021-06-09;28,13;103,35;52,17
2021-06-10;27,9;103,35;53,51
2021-06-11;27,8;103,35;53,78
2021-06-12;28;111,8;52,67
2021-06-15;28,9;111,8;52,9
2021-06-16;27,95;104;51,4
2021-06-17;28,15;104;51,34
2021-06-18;28,6;104;50,91
2021-06-19;29,55;104;51,9
2021-06-22;29,8;104;52,42
2021-06-23;31,4;104;53,41
2021-06-24;31,68;104;54,67
2021-06-25;31,95;104;55,09
2021-06-26;32,1;115,5;55,05
2021-06-29;32,2;115;55,5
2021-06-30;33,67;115,08;55,64
2021-07-01;35,5;116,38;56,37
2021-07-02;36,4;117,5;57,65
2021-07-03;36,2;119;57,35
2021-07-06;37,85;119;57,87
2021-07-07;33,97;119;54,02
2021-07-08;32,8;120;52,62
2021-07-09;34;120;52,35
2021-07-10;36,85;120;54,26
2021-07-13;34,65;125,15;51,71
2021-07-14;35,28;125,15;52,85
2021-07-15;33,9;131;53,37
2021-07-16;34;131;52,97
2021-07-17;35,28;131;52,89
2021-07-20;36,2;131;52,41
2021-07-21;35,3;130;51,21
2021-07-22;36;130;52,14
2021-07-23;35,8;132,25;50,79
2021-07-24;35,65;132,25;50,89
2021-07-27;36,97;134,75;53,2
2021-07-28;37,98;134,75;52,91
2021-07-29;39,75;135;53,84
2021-07-30;41,38;137,5;54,05
2021-07-31;40,47;138,45;53,33
2021-08-03;42,1;137,5;54,43
2021-08-04;41,25;137,25;54,19
2021-08-05;41,75;137;55,46
2021-08-06;42,58;138,25;55,98
2021-08-07;42,9;140;56,66
2021-08-10;42,75;142,7;56,62
2021-08-11;44,44;143,65;57,41
2021-08-12;46,2;143,65;57,78
2021-08-13;45,6;151;56,26
2021-08-14;44,25;149,25;55,38
2021-08-17;47,69;152,25;58,16
2021-08-18;46,25;152,25;57,23
2021-08-19;44,8;147,4;57,13
2021-08-20;40,38;140,5;53,5
2021-08-21;41,55;135;54,38
2021-08-24;42,4;142,43;55,34
2021-08-25;45,6;145;56,64
2021-08-26;45,2;147,5;56,54
2021-08-27;45,4;147,5;56,86
2021-08-28;47,25;147,9;59
2021-08-31;47,25;147,9;60,76
2021-09-01;50,1;154;60,76
2021-09-02;51;151;60,12
2021-09-03;51,08;159,63;61,52
2021-09-04;51,2;159,63;61,32
2021-09-07;52,13;159,63;62,31
2021-09-08;53,6;166,25;61,99
2021-09-09;54,75;166,25;62,45
2021-09-10;56,33;166,25;62,75
2021-09-11;58,03;166,25;60,92
2021-09-14;61,5;166,25;61,07
2021-09-15;65,8;166,25;59,85
2021-09-16;65,5;169;59,86
2021-09-17;60,85;169;59,31
2021-09-18;65,6;162;59,48
2021-09-21;73,2;165;60,68
2021-09-22;72;165;60,16
2021-09-23;70,1;166;60,6
2021-09-24;67,03;171,25;60,54
2021-09-25;68,35;185,5;62,94
2021-09-28;75,98;200,25;64,37
2021-09-29;79;209;61,92
2021-09-30;80;209;62,88
2021-10-01;93,15;213,75;61,74
2021-10-02;87,6;213,75;62,04
2021-10-05;89,4;213,75;63,4
2021-10-06;115,8;280;64,72
2021-10-07;100,3;280;59,12
2021-10-08;91,9;209,5;60,37
2021-10-09;79,78;206;58,33
2021-10-12;84;229;59,15
2021-10-13;85,1;242;58,93
2021-10-14;91,5;242;59,07
2021-10-15;99,45;237,5;61,44
2021-10-16;87;237,5;59,44
2021-10-19;85,2;211;58,56
2021-10-20;84,7;217,9;54,55
2021-10-21;90,5;217,9;57,78
2021-10-22;86,2;159,5;57,98
2021-10-23;87,05;171;58,27
2021-10-26;89;171;58,99
2021-10-27;87,83;202;59,81
2021-10-28;84,95;202;59,9
2021-10-29;74;170;58,57
2021-10-30;60,4;156;58,71
2021-11-02;64,4;156;56,94
2021-11-03;67,98;128,5;59,46
2021-11-04;78;135;59,82
2021-11-05;72,4;119,3;59,86
2021-11-06;73;119,3;59,39
2021-11-09;77,13;119,3;60,63
2021-11-10;71;119,3;60,41
2021-11-11;74,25;132;63,7
2021-11-12;74,7;133;63,27
2021-11-15;79,5;;65,93
2021-11-16;93,8;129;67,55
2021-11-17;94;134,75;67,16
2021-11-18;90,64;;69,1
2021-11-19;86,5;;69,36
2021-11-22;84,35;140,5;69,91
2021-11-23;91,25;;69,17
2021-11-24;94;;72,91
2021-11-25;92,2;152;74,46
2021-11-26;87,95;;72,78
2021-11-29;93,88;;74,21
2021-11-30;91,35;;75,37
2021-12-01;97,5;112;76,81
2021-12-02;91,85;120;79,86
2021-12-03;89,2;125;78,25
2021-12-06;87,57;122;81,25
2021-12-07;96,7;128,5;84,91
2021-12-08;98,9;134;88,88
2021-12-09;101,25;135;80,2
2021-12-10;103,6;134;83,73
2021-12-13;115,85;;82,12
2021-12-14;127,2;145,4;79,48
2021-12-15;127;146,25;80,5
2021-12-16;132,25;;84,77
2021-12-17;136,9;150;73,28
2021-12-20;149;;79,38
2021-12-21;182,3;;80,94
2021-12-22;166,75;;76,83
2021-12-23;124;;74,46
2021-12-24;105;;76,31
2021-12-27;;;76,92
2021-12-28;;;79,29
2021-12-29;95,9;;80,36
2021-12-30;78,5;119;80,16
2021-12-31;66,5;;80,65
2022-01-03;;;84,01
2022-01-04;86;;84,91
2022-01-05;90;;87,58
2022-01-06;96,5;;86,74
2022-01-07;84,4;;85,42
2022-01-10;84,2;;80,09
2022-01-11;88,15;;81,3
2022-01-12;75,4;130,5;80,01
2022-01-13;79,95;;80,56
2022-01-14;85,4;;82,08
2022-01-17;76,05;157,5;80,58
2022-01-18;79,08;160;82,67
2022-01-19;73,6;156,25;82,09
2022-01-20;76;156;85,59
2022-01-21;80,5;161,75;84,47
2022-01-24;93;165;84,02
2022-01-25;92,9;;87,45
2022-01-26;91,7;;88,66
2022-01-27;91,7;;89,76
2022-01-28;92,43;;89,22
2022-01-31;84,6;;89,24
2022-02-01;75,9;;89,52
2022-02-02;76,5;158;94,21
2022-02-03;77,6;156,5;94,81
2022-02-04;80,2;;96,45
2022-02-07;78,5;;96,7
2022-02-08;75,7;175,25;96,93
2022-02-09;75,65;180;90,79
2022-02-10;72,57;173,5;90,78
2022-02-11;74,57;174;92,87
2022-02-14;80;177,5;91,76
2022-02-15;67,95;172,75;91,14
2022-02-16;68,9;163,53;89,86
2022-02-17;72;161;86,44
2022-02-18;73,5;;89,47
2022-02-21;71,5;;89,68
2022-02-22;80,3;187;89,77
2022-02-23;89,2;202;95,07
2022-02-24;119;240;87,03
2022-02-25;89,95;217;88,14
2022-02-28;101,13;250,5;82,21
2022-03-01;114;;68,85
2022-03-02;169,8;415;68,49
2022-03-03;154,5;365;67,35
2022-03-04;203;;65,1
2022-03-07;227;;58,3
2022-03-08;210;;68,51
2022-03-09;149,75;462;73,18
2022-03-10;134,03;365;76,41
2022-03-11;132;;76,76
2022-03-14;117,85;;78,28
