,scenario_1
771,38.46156317476706
772,38.84783510322431
773,40.14212810796145
774,42.89736849166118
775,44.5588132167108
776,45.19925585464974
777,44.36666464592699
778,43.87952645185234
779,44.55767267761856
780,45.7583254265881
781,46.70761853776819
782,46.582588105346396
783,45.909200948267355
784,45.48214688477843
785,46.39043109199352
786,46.70468335499921
787,47.63043808210943
788,48.582800154852336
789,48.90316900472939
790,48.59355955928195
791,47.797751448972384
792,48.54827614794079
793,46.963027657060415
794,45.56879144847599
795,44.598315978302836
796,44.524889979025616
797,44.934737761335796
798,44.90206587660218
799,44.80699691715777
800,43.90152197440381
801,43.280946762933276
802,43.11243119634347
803,42.84376287962533
804,42.464512939519345
805,42.389565957010085
806,42.23942623748391
807,41.53061926332727
808,41.12344096480756
809,40.98156594589605
810,40.145312083432366
811,39.41003207963085
812,38.19986899419246
813,39.086691617171354
814,39.930755023735124
815,38.25772502250832
816,37.66715452223867
817,35.00316448195023
818,32.585895177582415
819,31.346221077974647
820,31.78587187437225
821,32.84892942233556
822,34.540938361651484
823,34.3254414907664
824,35.666455572666386
825,37.46000712541349
826,39.55369390800459
827,41.36139961864318
828,41.79205099607386
829,41.73606163271775
830,41.40642652048977
831,40.11021717125735
832,38.96378596636414
833,38.41268432976017
834,37.23818304370441
835,36.93029210501702
836,36.79916266445856
837,37.577719392812554
838,39.34334678839133
839,37.481531753067976
840,38.647143505274045
841,36.775905533773205
842,35.21501662645762
843,35.00689223875904
844,36.19900990470995
845,38.2073132314503
846,40.385073899179964
847,42.25926689071919
848,43.75201552309914
849,43.77007039448067
850,43.182467878253966
851,43.4661069108656
852,44.08197408433439
853,44.33038653870288
854,44.1731969338224
855,43.5134540817279
856,43.05778777449378
857,43.77824878121461
858,43.58003523066916
859,44.38331691969425
860,44.72615506414698
861,45.52760506653549
862,44.92424978210083
863,44.13644054311271
864,44.427798501199554
865,42.7850099559192
866,40.37904706272743
867,40.26320318141173
868,40.39489492126786
869,40.84182442947086
870,42.39125278548829
871,43.93619689097262
872,45.041102281428124
873,45.63599543367222
874,45.337254569084344
875,45.17310711207283
876,45.253418479995574
877,45.301311144659294
878,44.505537201650014
879,43.19879785506814
880,42.13792518199676
881,42.007516626543314
882,40.618533994323755
883,40.55819042599766
884,41.18359457229937
885,42.20811058502617
886,41.54009590094825
887,38.71499711443776
888,40.27773379593198
889,38.66497980418592
890,36.53415802187539
891,35.526216802371096
892,35.30463162497641
893,36.66027780471775
894,38.45515941396763
895,42.81411237483605
896,45.37285723666471
897,44.244694844923195
898,42.84476305783133
899,42.08379510133513
900,42.56748868634522
901,42.821305003701895
902,42.21342122347466
903,40.06762729904107
904,39.27088701635254
905,40.641816857027266
906,41.310947307183014
907,43.44483384341363
908,47.80554831252632
909,50.05147257663354
910,47.139338304792474
911,42.05291865545419
912,42.14372061781522
913,39.371301202889285
914,37.665334846348735
915,36.32366031231001
916,36.96284413985234
917,39.06342522472579
918,43.30065326241788
919,48.58540831835913
920,50.53837816491757
921,48.39939046277557
922,46.41133487427078
923,45.92766641505175
924,46.380411495538276
925,46.87980227656085
926,46.42749077445733
927,45.508036666741226
928,45.652338451291975
929,47.409174338960696
930,48.048327653816564
931,49.96003652921103
932,51.4635378567539
933,52.881891055281706
934,51.496431275108314
935,48.33225243699441
936,47.81032798798086
937,45.653012893435715
938,43.29391810925159
939,42.040951119168724
940,42.066662239971215
941,43.12146324819777
942,45.03369017888483
943,46.92444425949183
944,47.77880480697761
945,47.57191621972063
946,46.865638434754366
947,46.621390328056826
948,46.01176898694994
949,46.2634248157118
950,45.93160106816821
951,44.63567880502888
952,43.943066610692775
953,44.64069453163912
954,44.684227010037894
955,44.85526754667096
956,45.25911846181423
957,46.152292645898356
958,47.04863266769087
959,45.24046272758867
960,45.405886092106186
961,43.908014337843916
962,41.93365376656114
963,41.079092543977815
964,41.135123297463956
965,41.93246708363343
966,42.044786911694025
967,41.84673300924629
968,41.569351657346886
969,41.7531343677184
970,41.20580630874786
971,41.214604286457266
972,40.63824489928531
973,40.63272904553826
974,39.72735542049187
975,37.15938964015911
976,35.704680410064036
977,35.97559646587536
978,36.43618118577883
979,37.68806466951552
980,39.893504519791406
981,41.70543956428588
982,42.89025204425784
983,41.29573250083642
984,40.54316363808724
985,38.9760944310802
986,35.87229659480748
987,34.05339200694732
988,34.30934279311358
989,34.98273936698024
990,34.04266363231135
991,0.03206295575395405
992,0.032063293788922045
993,0.032063423035311144
994,16.673668568333298
995,32.97535387149223
996,33.051896398699526
997,33.44878164283656
998,34.431339989017175
999,32.91719748091675
1000,31.357375018288923
1001,31.253403716928187
1002,31.344505789956894
1003,33.28224691285578
1004,35.75989927752913
1005,39.454470369948474
1006,41.95504780841547
1007,41.824484969284335
1008,43.71146768337023
1009,41.88786284870609
1010,40.403454174751396
1011,39.744023314658065
1012,39.968037370438886
1013,40.73324492749509
1014,42.34631770355828
1015,42.9755668920711
1016,41.36444945144506
1017,42.39651396920411
1018,43.25476318553108
1019,43.23180180068566
1020,43.12902923063492
1021,43.027113373618775
1022,42.61199636982338
1023,42.690888405598145
1024,42.97792692718123
1025,43.94767983522145
1026,43.672026217488956
1027,44.180084159816715
1028,44.76682253400412
1029,44.94968368586835
1030,44.190376142429976
1031,43.089935759012526
1032,43.55723174056499
1033,41.596631814975595
1034,39.874322763539155
1035,38.52473596792692
1036,38.36710920074717
1037,38.947124332188324
1038,40.97031331849101
1039,43.34939479469957
1040,42.64317931027348
1041,43.80223927912421
1042,44.756768309827635
1043,44.85808354425395
1044,44.723630453435426
1045,44.73463243320664
1046,44.22844343422983
1047,43.74541751131219
1048,44.128086274146696
1049,45.0766046612579
1050,45.488520326394195
1051,45.951803296451
1052,46.30836951713196
1053,46.690596551834304
1054,45.81794990897455
1055,44.221042904387595
1056,44.14598580525535
1057,41.86380419881459
1058,40.67503512905429
1059,40.23699949431776
1060,40.98484969366596
1061,41.834022620983156
1062,42.59169770851121
1063,43.91436005487916
1064,42.50783324824466
1065,43.759384486425894
1066,44.38797432328317
1067,44.51743826056668
1068,44.964535684860735
1069,45.52970230508244
1070,44.83902949580998
1071,43.65606202924671
1072,44.00921991415315
1073,44.421267969411836
1074,42.525889877686254
1075,43.50762753925694
1076,46.34180967036436
1077,46.95261118116189
1078,44.28495984820316
1079,40.86994314692584
1080,40.241628788599584
1081,37.51227527285352
1082,35.57487668809338
1083,32.8512163915404
1084,31.49371617088864
1085,32.612303348052706
1086,33.553468180775326
1087,33.26290111320696
1088,31.91988029294312
1089,34.00228388040523
1090,34.59080366051088
1091,35.041909725234035
1092,34.747476962013245
1093,33.8292491352835
1094,32.75171114001718
1095,30.475261154943848
1096,29.730454111154806
1097,30.061671968145777
1098,25.529668788913806
1099,25.0483158994164
1100,25.603321674275463
1101,26.844374979630402
1102,26.340234220742456
1103,24.293142720640006
1104,26.450086617338176
1105,24.281437653771746
1106,22.73964748115884
1107,20.075872468350603
1108,19.53931315886021
1109,21.382995065715335
1110,25.20689098277291
1111,30.156141787880916
1112,33.54135658633976
1113,33.3188148251734
1114,34.54572763647145
1115,37.13231795946801
1116,38.270838682300834
1117,38.73264137503075
1118,36.907466648207766
1119,35.239078975974245
1120,35.03533066568578
1121,35.09965393878581
1122,34.75095230599293
1123,35.261004209311935
1124,36.72508667726338
1125,38.23453945675094
1126,35.26584392492698
1127,32.46180169247625
1128,31.23455905888699
1129,27.99423573490814
1130,24.452324974039968
1131,23.399533531347046
1132,22.91651756390009
1133,23.562116692733706
1134,26.165630544997228
1135,26.81934704312958
1136,28.47415986239232
1137,30.288925296861184
1138,32.36247215294041
1139,31.366011753185283
1140,31.263028248633123
1141,31.451754120991378
1142,30.46729654892409
1143,31.76709864196505
1144,31.234072787611076
1145,32.12337808491122
1146,32.67221300730702
1147,35.14489774408957
1148,37.15187213936957
1149,37.954353065838234
1150,36.545322761986036
1151,34.46608103152648
1152,34.718601837739456
1153,31.600467350240677
1154,29.15114114999299
1155,27.9908648406712
1156,28.263134947805586
1157,29.336721661182068
1158,30.837190104141936
1159,29.62545247395493
1160,29.340325552208903
1161,31.620745270424965
1162,33.162533105667364
1163,33.797245373777805
1164,34.20720566352746
1165,34.65520020071498
1166,34.639421593514726
1167,34.081708693386595
1168,33.314055435309314
1169,33.61510291526571
1170,33.119934519793354
1171,34.5739567995554
1172,36.600732544192674
1173,37.11027811970309
1174,36.67426590546891
1175,35.14176485893733
1176,37.11372797692483
1177,33.64993483173419
1178,32.025858243401494
1179,31.212522295635903
1180,32.16811229516882
1181,34.329228242984414
1182,37.26017244699856
1183,40.20382121016266
1184,40.79930028719641
1185,41.651757434589264
1186,42.05501533147318
1187,41.97313016113625
1188,42.32127689996209
1189,42.259452255492
1190,41.45230601763088
1191,41.34290516548985
1192,40.619296093863504
1193,40.94620869017147
1194,40.32750134379837
1195,42.00790974082953
1196,43.37203329983297
1197,44.3912838016822
1198,42.66855084497049
1199,41.368187324609465
1200,42.83819399161708
1201,40.16979812226634
1202,38.431108119346085
1203,38.02540635074334
1204,37.97254619474014
1205,38.90320222386632
1206,41.139557018483934
1207,43.65532902917975
1208,43.453219056718154
1209,44.56520510924423
1210,44.828888568686004
1211,44.34166065902879
1212,44.843214039759715
1213,44.92752033932409
1214,44.432791419866604
1215,43.606160071996285
1216,43.310213708397086
1217,43.36740179786465
1218,42.560579349069016
1219,43.793967796819324
1220,45.75038259572822
1221,46.11947127131692
1222,45.360026539302936
1223,44.82956911275654
1224,44.34992558763066
1225,43.32959712500477
1226,41.305492710390034
1227,41.298924037996215
1228,40.818945333440595
1229,41.84043551573331
1230,43.9085599615143
1231,45.58981232175231
1232,44.4422188777603
1233,45.366072913547235
1234,46.12839481008554
1235,45.97438574287271
1236,46.29813332518877
1237,46.47184397059272
1238,46.16793055780642
1239,45.15219022501845
1240,44.844213368413946
1241,45.47826868691952
1242,44.93035869343992
1243,44.60521203167757
1244,44.78420626543101
1245,45.23479390254378
1246,44.120058736578784
1247,43.14087135428733
1248,45.2474685668797
1249,43.49477005042939
1250,42.93394588869141
1251,42.515933264812574
1252,43.40912322023115
1253,44.279976233203755
1254,45.678456082825555
1255,47.577930295369505
1256,46.51172505305783
1257,47.01441799160878
1258,47.36463592653154
1259,47.20447363029498
1260,47.141519119510136
1261,47.435532988734245
1262,47.64352365404329
1263,46.75013150771334
1264,46.51418532244999
1265,47.019728278257915
1266,46.63757016709741
1267,45.99973544156179
1268,46.65796980449292
1269,47.041953134209884
1270,47.28068399997164
1271,46.120674855437244
1272,46.81474375819009
1273,45.776108953667
1274,44.77323873344598
1275,43.67779440155723
1276,43.919718362494706
1277,44.891776716620335
1278,46.537287125713675
1279,47.13713614738541
1280,46.22295435775014
1281,46.807822124499545
1282,46.532267885332324
1283,46.61843403145279
1284,47.0521623814841
1285,46.519360157099314
1286,45.37892506740673
1287,44.1404979418126
1288,43.33801334527064
1289,43.63137376513068
1290,43.21974081652685
1291,42.939570567117705
1292,43.674140722804665
1293,43.358957793997945
1294,41.04541712586947
1295,39.83846340487201
1296,39.99388532242896
1297,37.73682384988222
1298,35.86785366406638
1299,34.73196576686801
1300,35.27054525341961
1301,35.98341251714156
1302,37.20847635288875
1303,37.61131381618863
1304,37.02081477009277
1305,38.78005089068979
1306,40.20833149823264
1307,40.657421574926666
1308,41.415119638466855
1309,41.02533852311538
1310,39.4131487612134
1311,37.25009523468482
1312,35.62784988349044
1313,35.04332924801061
1314,34.03964305794743
1315,38.25444368651367
1316,42.38535323208743
1317,43.80428855135716
1318,42.53104524709291
1319,39.16027124357879
1320,37.481230401902515
1321,34.29746096178411
1322,30.84057972230975
1323,29.266583042381182
1324,29.663984926786448
1325,31.159105175650446
1326,32.27140061593583
1327,31.500696041010137
1328,30.321618226724684
1329,31.523762861425553
1330,32.207481095398386
1331,33.301388070231404
1332,34.50415265802096
1333,35.14006314475317
1334,34.434446009710804
1335,32.87200938407685
1336,31.200914432096262
1337,31.966245143257154
1338,31.53762873231735
1339,37.364379685758095
1340,42.77949232569957
1341,44.44501996875883
1342,43.20222899350958
1343,42.15477488391326
1344,42.0104047724277
1345,39.945187588976545
1346,38.81975182200904
1347,38.307117451068656
1348,38.30025626958266
1349,38.87754129909541
1350,41.12444407197436
1351,43.54035756242566
1352,45.401880414165596
1353,45.695172079501845
1354,45.58897533978064
1355,45.21660868685613
1356,45.732461309892955
1357,46.57917373169988
1358,46.65997321160125
1359,45.69838095286226
1360,44.618496827911194
